Num_Acc,PriseEnCharge
202 000 000 261,1899.61
202 000 000 262,1494.29
202 000 000 263,1546.59
202 000 000 264,2202.29
202 000 000 265,2289.52
202 000 000 266,2556.34
202 000 000 267,1217.46
202 000 000 268,1672.73
202 000 000 269,2879.14
202 000 000 270,3169.81
202 000 000 271,2029.37
202 000 000 272,2124.03
202 000 000 273,2197.83
202 000 000 274,2792.44
202 000 000 275,2243.48
202 000 000 276,3197.72
202 000 000 277,1958.68
202 000 000 278,2315.59
202 000 000 279,1734.25
202 000 000 280,1702.62
202 000 000 281,1816.89
202 000 000 282,2235.81
202 000 000 283,2350.1
202 000 000 284,3262.71
202 000 000 285,2625.08
202 000 000 286,2350.2
202 000 000 287,3090.81
202 000 000 288,2559.87
202 000 000 289,2615.59
202 000 000 290,1365.76
202 000 000 291,2954.72
202 000 000 292,2320
202 000 000 293,1524.78
202 000 000 294,1466.07
202 000 000 295,3030.05
202 000 000 296,3373.51
202 000 000 297,2691.68
202 000 000 298,2533.61
202 000 000 299,2179.16
202 000 000 300,2058.14
202 000 000 301,2162.64
202 000 000 302,2198.94
202 000 000 303,3211.92
202 000 000 304,2962.65
202 000 000 305,2041.11
202 000 000 306,2179.22
202 000 000 307,2107.52
202 000 000 308,3271.42
202 000 000 309,2423.81
202 000 000 310,2628.21
202 000 000 311,1377.91
202 000 000 312,2159.51
202 000 000 313,2875.49
202 000 000 314,2247.95
202 000 000 315,1967.25
202 000 000 316,1954.19
202 000 000 317,2490.77
202 000 000 318,2256.66
202 000 000 319,2509.17
202 000 000 320,2205.86
202 000 000 321,2499.31
202 000 000 322,2407.18
202 000 000 323,1681.5
202 000 000 324,2945.74
202 000 000 325,2828.68
202 000 000 326,3067.03
202 000 000 327,2690.79
202 000 000 328,2169.27
202 000 000 329,2012.52
202 000 000 330,3701.27
202 000 000 331,2598.88
202 000 000 332,2579.54
202 000 000 333,2897.03
202 000 000 334,3398.3
202 000 000 335,2609.43
202 000 000 336,2817.08
202 000 000 337,2236.96
202 000 000 338,1964.57
202 000 000 339,1489.5
202 000 000 340,2582.6
202 000 000 341,2495.28
202 000 000 342,3113.28
202 000 000 343,2903.21
202 000 000 344,3429.03
202 000 000 345,2663.02
202 000 000 346,2831.57
202 000 000 347,2686.37
202 000 000 348,2197.17
202 000 000 349,2125.7
202 000 000 350,1928.26
202 000 000 351,1801.56
202 000 000 352,2689.82
202 000 000 353,3083.27
202 000 000 354,2401.04
202 000 000 355,3746.55
202 000 000 356,3169.72
202 000 000 357,1981.09
202 000 000 358,1942.61
202 000 000 359,3144.59
202 000 000 360,1664.39
202 000 000 361,1600.62
202 000 000 362,1616.91
202 000 000 363,1558.89
202 000 000 364,1921.43
202 000 000 365,2015.78
202 000 000 366,2939.49
202 000 000 367,2706.32
202 000 000 368,1862.03
202 000 000 369,1820.98
202 000 000 370,2444.71
202 000 000 371,3085.44
202 000 000 372,2025.47
202 000 000 373,3080.38
202 000 000 374,2177.62
202 000 000 375,3131.53
202 000 000 376,2010.9
202 000 000 377,1631.1
202 000 000 378,2288.81
202 000 000 379,2637.84
202 000 000 380,1484.61
202 000 000 381,2249.51
202 000 000 382,1588.85
202 000 000 383,1746.74
202 000 000 384,1881.33
202 000 000 385,1953.42
202 000 000 386,2710.41
202 000 000 387,2420.33
202 000 000 388,1725.01
202 000 000 389,1679.5
202 000 000 390,2618.42
202 000 000 391,2670.42
202 000 000 392,1767.8
202 000 000 393,1660.34
202 000 000 394,2539.23
202 000 000 395,2345.45
202 000 000 396,2498.19
202 000 000 397,2433.98
202 000 000 398,2925.08
202 000 000 399,2764.98
202 000 000 400,2664.84
202 000 000 401,2441.41
202 000 000 402,2006.81
202 000 000 403,1794.75
202 000 000 404,2873.82
202 000 000 405,2228.37
202 000 000 406,1963.93
202 000 000 407,1837.93
202 000 000 408,1914.8
202 000 000 409,2731.69
202 000 000 410,2146.3
202 000 000 411,1876.97
202 000 000 412,2371.85
202 000 000 413,2104.34
202 000 000 414,3223.65
202 000 000 415,2080.53
202 000 000 416,2720.84
202 000 000 417,1306.91
202 000 000 418,2577.97
202 000 000 419,2823.76
202 000 000 420,2166.12
202 000 000 421,2563.15
202 000 000 422,1655.51
202 000 000 423,1403.53
202 000 000 424,2416.64
202 000 000 425,2544.76
202 000 000 426,1639.19
202 000 000 427,1952
202 000 000 428,2581.16
202 000 000 429,2577.12
202 000 000 430,2436.04
202 000 000 431,2312.18
202 000 000 432,2956.38
202 000 000 433,2749.12
202 000 000 434,2617.75
202 000 000 435,2936.67
202 000 000 436,2702.52
202 000 000 437,2662.32
202 000 000 438,2217.33
202 000 000 439,1659.39
202 000 000 440,1390.02
202 000 000 441,3753.14
202 000 000 442,2635.22
202 000 000 443,3458.66
202 000 000 444,2889.3
202 000 000 445,2604.76
202 000 000 446,1865.98
202 000 000 447,1954.54
202 000 000 448,2078.33
202 000 000 449,2183.41
202 000 000 450,3120.88
202 000 000 451,2431.29
202 000 000 452,2367.28
202 000 000 453,2537.51
202 000 000 454,4093.58
202 000 000 455,2451.43
202 000 000 456,1812.97
202 000 000 457,2655.72
202 000 000 458,2661.33
202 000 000 459,3038.11
202 000 000 460,2302.31
202 000 000 461,2274.74
202 000 000 462,3189.4
202 000 000 463,2288.74
202 000 000 464,2340.32
202 000 000 465,2779.74
202 000 000 466,2403.92
202 000 000 467,2113.87
202 000 000 468,3150.36
202 000 000 469,2769.78
202 000 000 470,2894.55
202 000 000 471,1353.89
202 000 000 472,1765.25
202 000 000 473,2082.47
202 000 000 474,2579.72
202 000 000 475,1889.32
202 000 000 476,2218.57
202 000 000 477,3504.05
202 000 000 478,1950.5
202 000 000 479,2597.56
202 000 000 480,2046.91
202 000 000 481,1285.75
202 000 000 482,3030.12
202 000 000 483,2124.15
202 000 000 484,1720.1
202 000 000 485,2204.49
202 000 000 486,2781.16
202 000 000 487,2425.11
202 000 000 488,2210.02
202 000 000 489,3047.1
202 000 000 490,3143.8
202 000 000 491,2679.38
202 000 000 492,2541.21
202 000 000 493,2348.72
202 000 000 494,3355.13
202 000 000 495,2728.11
202 000 000 496,2332.51
202 000 000 497,1945.74
202 000 000 498,2254.42
202 000 000 499,1639.04
202 000 000 500,2478.06
202 000 000 501,2628.86
202 000 000 502,3899.25
202 000 000 503,2229.52
202 000 000 504,2872.76
202 000 000 505,2327.39
202 000 000 506,1758.86
202 000 000 507,2220.13
202 000 000 508,2832.25
202 000 000 509,2819.18
202 000 000 510,2902.55
202 000 000 511,2967
202 000 000 512,2897.15
202 000 000 513,3039.83
202 000 000 514,2374.1
202 000 000 515,2994.81
202 000 000 516,3177.38
202 000 000 517,1899.48
202 000 000 518,2113.83
202 000 000 519,2452.89
202 000 000 520,2269.39
202 000 000 521,2764.69
202 000 000 522,2074.83
202 000 000 523,2457.17
202 000 000 524,2251.05
202 000 000 525,3174.16
202 000 000 526,2144.84
202 000 000 527,2179.66
202 000 000 528,2559.76
202 000 000 529,1975.42
202 000 000 530,2348.82
202 000 000 531,2320.36
202 000 000 532,2534.39
202 000 000 533,2308.85
202 000 000 534,2146.81
202 000 000 535,2643.12
202 000 000 536,2046.09
202 000 000 537,2747.82
202 000 000 538,2353.92
202 000 000 539,2172.26
202 000 000 540,1705.63
202 000 000 541,2730.6
202 000 000 542,3916.53
202 000 000 543,2615.75
202 000 000 544,1800.01
202 000 000 545,2983.94
202 000 000 546,2719.04
202 000 000 547,2186.87
202 000 000 548,2631.09
202 000 000 549,1937.17
202 000 000 550,3429.75
202 000 000 551,2461.87
202 000 000 552,2978.32
202 000 000 553,2036.44
202 000 000 554,1898.54
202 000 000 555,1182.07
202 000 000 556,2973.3
202 000 000 557,2037.57
202 000 000 558,1921.57
202 000 000 559,1798.84
202 000 000 560,1864.05
202 000 000 561,1884.54
202 000 000 562,2016.6
202 000 000 563,2126.24
202 000 000 564,1740.21
202 000 000 565,2389.89
202 000 000 566,2105.41
202 000 000 567,1406.96
202 000 000 568,1934.53
202 000 000 569,2352.68
202 000 000 570,2342.47
202 000 000 571,2727.72
202 000 000 572,1391.89
202 000 000 573,1838.82
202 000 000 574,2018.45
202 000 000 575,1924.41
202 000 000 576,1762.61
202 000 000 577,2456.47
202 000 000 578,1796.58
202 000 000 579,2189.11
202 000 000 580,2821.61
202 000 000 581,2812.37
202 000 000 582,2071.5
202 000 000 583,2954.4
202 000 000 584,3402.56
202 000 000 585,2907.89
202 000 000 586,1889.25
202 000 000 587,2518.58
202 000 000 588,2270.18
202 000 000 589,2298.37
202 000 000 590,4117.17
202 000 000 591,2524.06
202 000 000 592,3165.36
202 000 000 593,1932.63
202 000 000 594,4177.17
202 000 000 595,1668.53
202 000 000 596,2311.45
202 000 000 597,2873.29
202 000 000 598,1996.92
202 000 000 599,2600.89
202 000 000 600,3231.16
202 000 000 601,1896.75
202 000 000 602,2824.02
202 000 000 603,3111.02
202 000 000 604,2826.42
202 000 000 605,2160.17
202 000 000 606,2814.96
202 000 000 607,2137.98
202 000 000 608,2011.29
202 000 000 609,1275.89
202 000 000 610,3436.39
202 000 000 611,2796.13
202 000 000 612,2945.78
202 000 000 613,2894.72
202 000 000 614,1611.11
202 000 000 615,2048.56
202 000 000 616,1996.35
202 000 000 617,3242.95
202 000 000 618,2240.7
202 000 000 619,1985.82
202 000 000 620,1629.83
202 000 000 621,1586.99
202 000 000 622,2865.18
202 000 000 623,2714.7
202 000 000 624,2398.09
202 000 000 625,2240.34
202 000 000 626,1956.28
202 000 000 627,1842.34
202 000 000 628,2653.92
202 000 000 629,2447.65
202 000 000 630,2113.85
202 000 000 631,2184.56
202 000 000 632,2033.71
202 000 000 633,2335.37
202 000 000 634,1950.78
202 000 000 635,1973.94
202 000 000 636,2163.17
202 000 000 637,2466.47
202 000 000 638,4139.9
202 000 000 639,3044.96
202 000 000 640,2798.24
202 000 000 641,2784.3
202 000 000 642,2102.02
202 000 000 643,2052.06
202 000 000 644,3227.25
202 000 000 645,1989.75
202 000 000 646,2620.66
202 000 000 647,2126.78
202 000 000 648,2464.9
202 000 000 649,2356.08
202 000 000 650,3526.51
202 000 000 651,2980.46
202 000 000 652,3519.3
202 000 000 653,2039.97
202 000 000 654,1824.35
202 000 000 655,2543.26
202 000 000 656,1773.55
202 000 000 657,3424.83
202 000 000 658,2514.58
202 000 000 659,3128.6
202 000 000 660,3282.9
202 000 000 661,1762.47
202 000 000 662,1807.26
202 000 000 663,2130.82
202 000 000 664,2473
202 000 000 665,2530.62
202 000 000 666,2869.53
202 000 000 667,2449.46
202 000 000 668,2495.89
202 000 000 669,2454.78
202 000 000 670,2800.34
202 000 000 671,2605.24
202 000 000 672,2460.26
202 000 000 673,2068.67
202 000 000 674,2858.56
202 000 000 675,2501.93
202 000 000 676,2692.21
202 000 000 677,2027.01
202 000 000 678,3050.2
202 000 000 679,1871.29
202 000 000 680,1617.82
202 000 000 681,2705.77
202 000 000 682,2043.52
202 000 000 683,2779.59
202 000 000 684,3058.48
202 000 000 685,1793.48
202 000 000 686,2084.17
202 000 000 687,2483.41
202 000 000 688,2249.54
202 000 000 689,2504.18
202 000 000 690,1839.67
202 000 000 691,2170.16
202 000 000 692,2168.9
202 000 000 693,2851.73
202 000 000 694,2310.27
202 000 000 695,2166.16
202 000 000 696,2043.51
202 000 000 697,2726.31
202 000 000 698,2489.34
202 000 000 699,2258.69
202 000 000 700,1601.7
202 000 000 701,2329.39
202 000 000 702,2226.83
202 000 000 703,2885.66
202 000 000 704,2015.31
202 000 000 705,2576.46
202 000 000 706,3372.62
202 000 000 707,2044.91
202 000 000 708,2600.03
202 000 000 709,2450.62
202 000 000 710,2454.59
202 000 000 711,2063.86
202 000 000 712,2259.56
202 000 000 713,1913.54
202 000 000 714,2541.16
202 000 000 715,1831.34
202 000 000 716,2408.88
202 000 000 717,1998.56
202 000 000 718,2038.4
202 000 000 719,2840.39
202 000 000 720,2552.51
202 000 000 721,2615.02
202 000 000 722,3168.39
202 000 000 723,2448.78
202 000 000 724,2893.09
202 000 000 725,2661.95
202 000 000 726,3682.09
202 000 000 727,2534.4
202 000 000 728,1686.58
202 000 000 729,3172.03
202 000 000 730,2643.84
202 000 000 731,2580.67
202 000 000 732,3283.57
202 000 000 733,1995.89
202 000 000 734,2340.73
202 000 000 735,2024.21
202 000 000 736,2891.25
202 000 000 737,2086.61
202 000 000 738,2203.25
202 000 000 739,2891.61
202 000 000 740,1353.15
202 000 000 741,2697.85
202 000 000 742,2110.55
202 000 000 743,2453.49
202 000 000 744,2421.03
202 000 000 745,2434.1
202 000 000 746,2447.55
202 000 000 747,1558.23
202 000 000 748,2222.2
202 000 000 749,1300.09
202 000 000 750,1884.36
202 000 000 751,2906.47
202 000 000 752,2409.59
202 000 000 753,1714.43
202 000 000 754,1972.77
202 000 000 755,1313.75
202 000 000 756,2215.68
202 000 000 757,2622.65
202 000 000 758,2919.86
202 000 000 759,2485.86
202 000 000 760,2561.11
202 000 000 761,2401.4
202 000 000 762,2160.91
202 000 000 763,2354
202 000 000 764,2228.62
202 000 000 765,2743.27
202 000 000 766,2218.46
202 000 000 767,2470.91
202 000 000 768,3192.67
202 000 000 769,3284.76
202 000 000 770,3034.18
202 000 000 771,2204.61
202 000 000 772,2884.44
202 000 000 773,2831.57
202 000 000 774,3178.69
202 000 000 775,2061.89
202 000 000 776,2051.62
202 000 000 777,2458.21
202 000 000 778,2935.8
202 000 000 779,3314.47
202 000 000 780,2281.66
202 000 000 781,2431.23
202 000 000 782,2895.56
202 000 000 783,1985.91
202 000 000 784,2965.3
202 000 000 785,2113.5
202 000 000 786,2731.5
202 000 000 787,1928.11
202 000 000 788,2176.28
202 000 000 789,3715.09
202 000 000 790,2260.08
202 000 000 791,2595.75
202 000 000 792,2026.78
202 000 000 793,2846.51
202 000 000 794,2140.31
202 000 000 795,2433.27
202 000 000 796,2931.16
202 000 000 797,3562.93
202 000 000 798,2142.97
202 000 000 799,2377.17
202 000 000 800,1889.64
202 000 000 801,3449.83
202 000 000 802,2007.72
202 000 000 803,2960.26
202 000 000 804,2499.54
202 000 000 805,2742.24
202 000 000 806,2126.1
202 000 000 807,2662.98
202 000 000 808,2922.44
202 000 000 809,3151.13
202 000 000 810,2361.36
202 000 000 811,2426.92
202 000 000 812,2112.66
202 000 000 813,3540.11
202 000 000 814,2596.86
202 000 000 815,2805.94
202 000 000 816,2810.73
202 000 000 817,2298.28
202 000 000 818,3593.56
202 000 000 819,2550.38
202 000 000 820,3171.62
202 000 000 821,2391.48
202 000 000 822,2977.44
202 000 000 823,3365.62
202 000 000 824,2451.95
202 000 000 825,3103.39
202 000 000 826,3019.21
202 000 000 827,1874.02
202 000 000 828,2018.39
202 000 000 829,2853.61
202 000 000 830,2451.05
202 000 000 831,2077.42
202 000 000 832,2717.53
202 000 000 833,3218.89
202 000 000 834,1881.69
202 000 000 835,2237.67
202 000 000 836,1858.65
202 000 000 837,1786.42
202 000 000 838,2709.64
202 000 000 839,4188.98
202 000 000 840,1343.17
202 000 000 841,1708.6
202 000 000 842,1976.45
202 000 000 843,1795.4
202 000 000 844,1889.32
202 000 000 845,2777.22
202 000 000 846,2232.29
202 000 000 847,1480.05
202 000 000 848,1811.44
202 000 000 849,2968.93
202 000 000 850,3453.74
202 000 000 851,2541.01
202 000 000 852,2143.27
202 000 000 853,3694.06
202 000 000 854,3189.01
202 000 000 855,1980.39
202 000 000 856,3187.22
202 000 000 857,2369.28
202 000 000 858,2845.75
202 000 000 859,3023.56
202 000 000 860,2480.81
202 000 000 861,2509.6
202 000 000 862,3606.36
202 000 000 863,2386.98
202 000 000 864,1421.62
202 000 000 865,2411.85
202 000 000 866,2619.78
202 000 000 867,1523.75
202 000 000 868,2308.19
202 000 000 869,2405.71
202 000 000 870,1947.13
202 000 000 871,2067.66
202 000 000 872,1926.26
202 000 000 873,2338.64
202 000 000 874,3494.59
202 000 000 875,3416.41
202 000 000 876,2796.1
202 000 000 877,1865.28
202 000 000 878,2649.76
202 000 000 879,3077.6
202 000 000 880,2333.66
202 000 000 881,4034.59
202 000 000 882,2288.02
202 000 000 883,2701.37
202 000 000 884,2750.98
202 000 000 885,2668.03
202 000 000 886,1470.72
202 000 000 887,2634.9
202 000 000 888,2364.24
202 000 000 889,1807.82
202 000 000 890,3209.26
202 000 000 891,2414.58
202 000 000 892,2885
202 000 000 893,3060.19
202 000 000 894,2489.78
202 000 000 895,1681.28
202 000 000 896,2817.12
202 000 000 897,3201.94
202 000 000 898,2993.35
202 000 000 899,2800.13
202 000 000 900,2541.32
202 000 000 901,2132.99
202 000 000 902,2896.28
202 000 000 903,2716.82
202 000 000 904,1305.3
202 000 000 905,1973.87
202 000 000 906,2706.74
202 000 000 907,2846.66
202 000 000 908,2209.93
202 000 000 909,2548.08
202 000 000 910,2475.16
202 000 000 911,2495.24
202 000 000 912,2593.63
202 000 000 913,2788.99
202 000 000 914,2432.29
202 000 000 915,3083.75
202 000 000 916,2330.83
202 000 000 917,2257.46
202 000 000 918,2736.79
202 000 000 919,2298.12
202 000 000 920,2919.26
202 000 000 921,1797.08
202 000 000 922,2075.8
202 000 000 923,2541.83
202 000 000 924,2961.06
202 000 000 925,1953.69
202 000 000 926,2716.42
202 000 000 927,3390.74
202 000 000 928,2060.08
202 000 000 929,2670.68
202 000 000 930,2482.31
202 000 000 931,2336.68
202 000 000 932,2820.26
202 000 000 933,2393.01
202 000 000 934,2393.58
202 000 000 935,2742.37
202 000 000 936,1896.16
202 000 000 937,2349.38
202 000 000 938,2500.11
202 000 000 939,2714.09
202 000 000 940,3693.65
202 000 000 941,2521.2
202 000 000 942,2520.99
202 000 000 943,2009.83
202 000 000 944,2913.17
202 000 000 945,2265.05
202 000 000 946,2040.38
202 000 000 947,2933.16
202 000 000 948,3130.91
202 000 000 949,2272.71
202 000 000 950,1892.78
202 000 000 951,2247.4
202 000 000 952,2339.66
202 000 000 953,1902.35
202 000 000 954,3126.2
202 000 000 955,2636.77
202 000 000 956,2814.51
202 000 000 957,1716.82
202 000 000 958,1263.55
202 000 000 959,1244.82
202 000 000 960,3525
202 000 000 961,2764.77
202 000 000 962,1498.05
202 000 000 963,1803.35
202 000 000 964,2142.19
202 000 000 965,2512.16
202 000 000 966,1692.28
202 000 000 967,2346.89
202 000 000 968,2970.72
202 000 000 969,2432.54
202 000 000 970,2182.61
202 000 000 971,2022
202 000 000 972,2952.99
202 000 000 973,2659.96
202 000 000 974,1885.44
202 000 000 975,2579.74
202 000 000 976,2386.65
202 000 000 977,2841.85
202 000 000 978,2304.41
202 000 000 979,2225.31
202 000 000 980,2198.8
202 000 000 981,3041.45
202 000 000 982,1403.78
202 000 000 983,3132.33
202 000 000 984,2786.42
202 000 000 985,2120.97
202 000 000 986,2934.95
202 000 000 987,2680.9
202 000 000 988,1769.07
202 000 000 989,2636.67
202 000 000 990,2041
202 000 000 991,2935.34
202 000 000 992,2551.83
202 000 000 993,2456.47
202 000 000 994,2094.01
202 000 000 995,2574.16
202 000 000 996,2265.34
202 000 000 997,1680.17
202 000 000 998,2409.52
202 000 000 999,2157.55
202 000 001 000,2537.57
202 000 001 001,2427.37
202 000 001 002,2863.15
202 000 001 003,2455.5
202 000 001 004,2167.9
202 000 001 005,1862.84
202 000 001 006,2784.55
202 000 001 007,2230.08
202 000 001 008,2505.68
202 000 001 009,2714.42
202 000 001 010,2284.47
202 000 001 011,2579.6
202 000 001 012,2886.22
202 000 001 013,2855.88
202 000 001 014,2048.75
202 000 001 015,2557.34
202 000 001 016,2096.62
202 000 001 017,2035.13
202 000 001 018,1813.11
202 000 001 019,2458.01
202 000 001 020,3202.83
202 000 001 021,2869.48
202 000 001 022,2397.52
202 000 001 023,1805.94
202 000 001 024,3594.64
202 000 001 025,1479.61
202 000 001 026,2086.61
202 000 001 027,2332.84
202 000 001 028,2449.89
202 000 001 029,1840.23
202 000 001 030,2746.76
202 000 001 031,1477.94
202 000 001 032,2489.06
202 000 001 033,2894.79
202 000 001 034,1919.54
202 000 001 035,3065.5
202 000 001 036,3031.59
202 000 001 037,2968.18
202 000 001 038,2007.13
202 000 001 039,1901.87
202 000 001 040,2870.6
202 000 001 041,2123.56
202 000 001 042,1503.69
202 000 001 043,2705.9
202 000 001 044,2806.04
202 000 001 045,3988.29
202 000 001 046,1415.5
202 000 001 047,2626.49
202 000 001 048,3172.09
202 000 001 049,2541.76
202 000 001 050,2094.5
202 000 001 051,1787.78
202 000 001 052,1512.94
202 000 001 053,3009.84
202 000 001 054,2538.09
202 000 001 055,2181.15
202 000 001 056,3104.44
202 000 001 057,1667.83
202 000 001 058,1928.8
202 000 001 059,1555.13
202 000 001 060,2224.81
202 000 001 061,1967.21
202 000 001 062,2725.35
202 000 001 063,1748.43
202 000 001 064,2086.7
202 000 001 065,1925.61
202 000 001 066,2142.1
202 000 001 067,2129.12
202 000 001 068,2254.59
202 000 001 069,2498.75
202 000 001 070,2588.59
202 000 001 071,2392.82
202 000 001 072,2529.01
202 000 001 073,2212.73
202 000 001 074,1326.69
202 000 001 075,2730.8
202 000 001 076,2787.46
